feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
-0.196,-0.798,0.164,1.708,1.002,2.019,0.786,-2.366,-0.851,-0.445,0.155,0.34,-0.502,-0.465,-0.934,0
1.289,-1.512,-0.026,-0.707,-2.125,-0.993,-0.683,0.974,-0.059,0.319,0.503,0.403,-0.208,0.805,-0.026,0
-1.115,-0.269,-1.049,0.055,-0.219,-0.282,-0.541,-0.528,-0.716,-1.002,1.993,-0.613,-1.478,-0.02,-1.284,0
0.136,-0.368,0.175,-1.018,-0.09,1.494,2.345,-0.307,-0.809,-0.258,-1.081,0.549,1.646,-1.105,0.128,0
-0.535,-0.132,-1.164,0.772,-0.182,-0.037,-0.621,-0.029,-2.16,-1.841,0.219,0.375,-1.849,-0.76,-0.417,0
1.378,0.867,-1.932,0.99,1.051,0.098,0.288,-0.367,1.203,0.453,-0.317,-0.313,0.636,0.251,-0.875,0
2.029,0.422,0.199,-1.124,-0.03,-0.047,-0.713,-0.907,0.183,-2.029,0.984,-0.148,-0.473,0.126,0.726,1
-1.834,1.172,0.273,0.532,0.416,0.115,1.137,0.253,0.522,1.509,-1.232,0.364,0.615,0.302,-0.09,0
0.421,1.073,2.868,-0.966,0.815,0.239,-1.366,-0.955,-1.484,-1.667,-1.666,-0.156,-1.121,1.215,1.06,1
0.523,-0.669,-0.148,0.026,-0.601,0.083,-1.35,0.304,0.787,-0.644,-1.218,0.244,-0.356,1.096,0.113,0
1.939,0.286,-0.692,2.168,-0.545,-0.161,0.899,1.7,0.238,0.9,0.491,0.833,1.281,-0.065,0.921,0
0.27,0.779,0.023,0.375,-0.755,-0.225,2.04,1.303,0.745,0.007,0.538,-1.142,-1.309,-1.823,3.405,1
-1.081,0.294,-1.066,0.35,1.723,-0.195,-0.363,0.358,0.696,1.051,1.176,-0.096,1.15,-0.646,-0.321,0
1.627,-2.293,-0.376,-1.043,0.086,1.196,-2.138,1.482,0.089,-0.071,0.515,0.66,-0.544,-2.066,0.702,1
-0.382,-1.059,-2.078,-0.349,-0.032,-0.91,1.544,-0.857,1.622,-1.333,-0.453,0.54,-0.877,1.721,-1.542,0
-0.922,-1.348,-1.072,-0.618,-1.653,0.873,-1.769,-0.718,0.885,1.237,-1.357,1.315,1.849,-0.608,0.449,0
0.193,-0.581,-0.22,-1.377,0.905,2.16,-0.396,-0.334,0.882,0.002,1.535,-1.002,-0.428,-0.32,0.332,0
0.106,-0.103,-0.517,0.685,-0.353,0.216,-1.845,-0.081,-0.782,0.288,-0.442,-0.082,-0.553,-0.985,0.433,1
-0.308,2.145,1.059,-1.558,0.107,-2.045,1.39,-0.366,0.885,0.448,0.052,-1.152,-0.368,-0.556,-0.211,1
1.148,1.256,0.931,-0.918,-0.393,0.789,0.116,-0.076,-1.419,0.326,-0.486,0.432,0.45,1.176,-1.734,1
-1.19,-1.318,1.281,0.029,0.131,-0.158,-0.124,0.031,-0.759,-0.867,-0.042,-0.207,-0.102,-0.489,-1.286,0
0.955,0.127,1.31,1.298,-1.157,-1.035,0.527,-0.575,1.308,-0.382,0.713,0.527,0.296,0.284,-0.345,1
0.973,1.065,1.957,0.615,0.731,-0.435,-0.647,-1.163,1.605,-0.067,0.299,0.84,2.149,0.176,-0.992,1
-1.259,0.332,2.528,-1.558,1.367,0.108,-0.942,-1.241,0.515,0.185,-1.316,2.13,0.936,-0.094,1.34,0
0.815,1.336,-1.431,0.662,0.313,-1.491,-0.575,0.762,1.191,1.297,-0.443,-0.745,-0.984,-1.634,-0.996,1
-0.768,-0.215,-0.983,0.366,-0.358,0.178,-0.041,-1.155,-0.143,2.615,-1.175,0.524,-0.487,-0.275,-0.94,0
1.638,0.763,1.415,-0.104,0.665,0.434,-0.962,-0.055,-0.339,0.467,-0.68,1.789,-0.711,-1.092,0.498,0
1.078,-0.035,1.032,-0.381,0.569,-1.098,0.102,-0.592,-1.131,-0.432,-0.045,0.556,-2.866,-0.169,-1.044,0
-0.033,0.68,-1.224,0.802,-1.631,0.362,-0.497,-0.108,0.442,-0.016,0.389,-0.077,0.767,0.197,0.242,0
2.735,0.743,0.465,-0.371,-1.319,0.138,1.046,-0.827,-0.751,-0.579,-0.179,-0.332,-0.824,-1.767,-0.682,0
0.066,0.37,0.155,-0.517,0.18,0.13,0.944,0.143,0.089,0.05,-0.556,0.628,1.493,0.876,-0.097,1
0.054,-0.486,0.819,1.132,0.133,0.35,-0.139,1.136,0.395,-0.961,0.375,-0.979,-0.856,0.117,0.187,1
0.238,-2.512,1.3,1.793,-0.967,-0.0,-0.845,0.615,3.314,-0.334,0.827,1.909,1.105,-0.337,-0.101,1
-0.032,0.673,0.778,-1.285,1.602,-0.231,-0.106,-0.15,-0.434,0.223,-1.498,0.032,-0.863,0.211,-0.654,1
-0.034,1.241,-1.253,0.888,-0.37,1.062,0.771,-2.61,-2.215,-2.383,1.062,0.344,1.341,1.163,-1.367,0
0.972,1.515,-0.566,1.01,0.728,-0.422,-0.396,-1.897,1.224,-1.71,0.748,0.444,1.435,2.68,-0.601,1
1.041,1.282,-0.606,-1.378,-0.161,-0.12,0.917,-0.106,-0.678,-0.644,0.636,1.546,0.614,-0.767,-0.837,0
-1.093,-1.018,0.471,-0.654,1.081,1.937,-0.822,-1.733,1.379,0.271,-0.683,-0.328,-0.554,-1.21,1.48,0
-0.996,0.3,-0.063,-1.508,-0.631,0.158,1.918,-1.022,-0.8,1.61,-0.396,-0.937,1.244,0.64,0.59,1
-1.131,-0.829,-0.393,0.717,1.516,1.226,1.851,-3.453,-0.142,0.091,0.611,0.181,0.727,-1.362,0.974,0
0.701,-0.664,-0.968,-0.541,0.318,-0.209,-1.003,0.367,0.899,0.045,0.337,0.659,-1.214,-0.048,-0.764,0
0.098,-0.727,-0.306,-0.622,1.666,1.758,-1.238,2.378,1.559,0.987,0.155,0.606,-0.768,0.004,-0.838,0
-0.138,-0.536,-1.201,0.377,-1.15,0.689,1.044,-0.486,-0.932,0.463,1.764,0.038,-0.66,-0.099,1.028,0
1.282,-1.007,0.012,1.437,1.843,0.907,-0.96,0.233,-0.008,0.264,-1.679,-0.473,-0.281,-0.913,-0.157,1
-0.346,-0.02,0.424,-0.947,-0.269,1.426,-1.255,1.936,-0.83,-0.711,-0.186,0.382,0.028,-1.806,0.55,0
-1.627,-0.684,2.01,1.617,-0.609,-1.764,1.31,-0.616,0.107,-1.474,0.625,-0.029,-0.472,0.57,-1.578,1
-0.485,0.279,0.941,0.765,-0.288,0.835,-1.039,-0.441,-0.414,-0.447,-0.067,0.158,0.424,-1.175,1.446,0
0.289,-0.575,-0.486,-0.417,0.209,-0.155,-1.075,-0.656,-0.538,-0.339,-0.274,1.491,0.856,0.635,0.276,0
0.424,-1.781,-0.247,-0.613,-0.907,1.279,0.562,0.751,-0.338,0.484,-2.381,-1.034,2.163,-0.178,0.561,1
0.629,0.722,-0.279,-0.99,-1.981,0.04,-0.628,-0.921,-0.288,-1.054,-1.597,-0.153,0.231,1.007,0.121,0
0.537,-0.808,1.769,0.179,0.516,-0.463,-0.634,-0.145,0.195,0.509,0.993,0.588,-0.438,0.538,-0.858,0
1.194,-1.781,-0.78,1.314,1.682,-0.889,-1.638,0.77,-0.443,0.674,0.532,-0.979,0.066,0.05,0.071,1
2.525,0.458,-1.711,0.532,0.483,0.388,-1.458,-0.278,0.522,0.218,-0.751,0.884,-0.081,-0.885,-0.253,0
2.236,0.002,-0.547,-0.913,0.75,1.18,-1.152,0.981,0.32,-1.238,-0.573,-1.185,-1.429,-0.035,0.551,1
0.495,-2.627,0.794,0.061,0.093,-0.445,-0.11,-0.6,-0.591,-0.878,-0.228,-0.61,-0.881,0.208,-1.247,0
0.95,-0.177,-0.684,-0.465,0.665,-0.414,-0.323,0.03,-0.313,-0.138,0.34,2.008,-1.363,-2.525,1.736,1
-1.021,-0.005,1.084,-1.267,-0.535,-0.098,1.069,-0.863,-0.152,0.275,-0.782,-0.119,0.312,-1.39,-0.119,0
-0.507,-0.95,0.782,0.226,2.272,-0.654,0.936,-1.941,-1.532,0.735,-2.048,-0.78,0.727,0.239,0.74,0
1.561,0.594,0.289,0.645,-0.756,0.381,-0.011,1.315,0.046,0.898,-0.793,-0.589,1.54,1.088,-0.07,1
0.186,-0.12,-1.922,-1.09,1.435,0.82,0.128,0.095,1.858,-1.4,-0.162,-1.138,0.234,-1.085,0.482,0
0.839,-0.077,1.766,0.596,-1.292,-1.022,-1.125,0.834,0.979,1.407,0.73,0.462,-0.109,1.856,-2.215,1
0.93,1.647,1.38,0.738,-1.567,-0.059,-1.146,0.626,-0.137,-0.745,0.86,1.565,1.338,-0.006,0.04,0
-0.181,-0.816,0.569,-1.383,1.082,-1.484,-1.718,-0.247,0.75,-1.168,0.404,1.292,-0.863,-0.44,1.194,1
0.699,1.327,-1.117,0.07,0.628,1.861,-0.198,1.876,0.839,-0.148,-1.315,-0.021,-1.323,-0.343,0.121,0
1.816,0.353,0.715,-0.485,1.585,1.56,-0.769,0.543,-1.176,1.563,-1.474,0.263,0.0,0.119,-1.287,0
1.247,-1.387,0.428,0.844,-0.695,1.71,-0.304,0.684,0.812,-2.346,0.637,0.974,-0.281,0.75,0.73,1
0.076,2.508,1.259,0.23,0.13,-0.967,0.428,-1.285,0.293,-1.028,-0.686,0.106,-0.143,0.59,0.167,1
1.384,-1.271,-0.419,-1.662,-0.052,-0.078,-1.06,0.823,-0.855,0.794,-1.172,0.407,-0.617,-0.614,1.087,1
0.617,0.285,1.325,-1.253,-0.105,-0.255,-0.297,-1.307,0.97,-0.05,2.744,1.196,-0.619,-0.379,2.063,1
-0.3,-0.532,0.562,-2.105,0.381,0.034,-0.475,-0.26,0.91,0.871,2.027,-2.179,-0.145,0.857,-1.06,1
-0.474,0.835,0.552,0.988,0.247,-1.39,0.788,0.262,0.324,-0.007,-0.661,1.01,1.578,0.367,0.928,0
0.339,-0.263,-0.808,0.059,-0.466,-0.886,-0.355,-0.281,0.119,-1.608,-0.053,-0.755,1.125,0.215,1.161,0
1.479,-0.246,0.762,-0.189,0.062,0.268,0.605,0.013,-0.197,1.645,1.339,1.27,-0.458,0.637,0.344,0
-0.447,-0.734,0.128,-0.102,-0.44,-0.325,-0.768,-1.376,-0.265,1.159,1.136,-0.3,0.387,0.18,1.279,0
-0.836,-1.292,-0.019,0.021,-0.288,-0.564,-0.144,-0.509,1.454,-0.501,2.199,-2.401,-0.919,-1.179,-0.585,1
-0.086,1.676,0.133,-0.711,0.634,-0.107,-1.649,-0.084,1.75,-1.923,-0.311,-2.892,1.838,0.471,-1.315,1
-0.243,-0.715,-0.27,-0.862,-0.507,0.905,-0.408,-1.237,-1.54,-0.352,0.338,-1.306,0.067,0.445,-1.74,0
-0.161,-1.463,-0.29,0.499,0.069,0.453,-1.793,0.458,0.391,-0.289,0.891,-2.61,0.596,0.074,-0.873,0
0.549,-2.417,-0.865,-1.046,0.883,0.52,-0.194,-0.029,2.343,0.304,0.12,0.63,0.308,-0.333,0.206,0
0.624,-0.571,-0.952,-1.156,-0.778,0.683,-1.413,0.94,0.366,1.412,-0.841,1.562,0.945,-1.377,-0.42,0
0.107,1.151,0.816,-0.325,2.626,0.709,-1.099,0.35,-0.474,0.424,-1.157,1.454,-1.022,0.567,-1.198,0
-0.08,0.541,-0.457,-1.178,2.061,1.097,0.419,-1.667,0.016,-0.021,-0.558,-0.707,-1.14,-0.686,-1.089,0
-0.048,1.731,0.127,0.624,0.965,1.82,-0.213,0.293,1.152,-1.093,-0.016,-0.833,-0.91,0.16,0.421,1
0.542,-0.984,-1.433,1.975,0.634,-0.462,-0.009,-0.334,1.002,0.263,-0.461,0.862,-0.029,0.548,0.73,0
-0.059,0.809,-0.001,-0.933,0.761,1.569,0.64,-0.684,0.077,-0.353,0.139,-2.051,1.013,0.411,-0.945,1
-0.17,-0.559,-1.722,-0.535,0.098,-0.027,0.311,2.028,-0.565,0.386,-0.092,0.96,-0.719,-2.075,-0.226,1
1.547,1.799,2.069,0.65,-0.84,0.763,-0.531,0.997,0.147,-0.979,0.288,1.5,1.734,-0.219,-0.485,1
-0.57,1.22,-0.07,-0.211,-0.367,0.477,-0.198,-0.052,-0.47,-0.387,0.353,0.509,-0.575,-0.194,1.098,0
-0.685,-0.855,-0.122,-0.439,-0.824,0.1,0.365,0.974,-0.867,-1.2,0.009,0.389,-0.07,-0.295,0.358,0
1.41,-1.046,0.799,1.585,-1.157,-0.063,-1.683,-0.123,-1.37,1.197,0.386,-1.137,-0.213,-0.792,1.784,0
-1.439,-0.34,-0.899,0.81,0.018,1.562,0.698,1.526,-0.265,0.326,0.807,-1.892,0.954,1.692,-1.348,1
0.646,3.191,-0.601,1.291,-0.45,0.82,0.278,0.496,-1.706,0.664,1.257,0.194,0.486,-0.512,1.834,1
0.376,0.427,-0.862,0.435,-0.325,-2.714,2.005,0.676,0.489,-0.211,-0.687,0.847,-3.022,-0.79,-1.524,1
0.156,0.268,0.139,-0.748,2.052,-1.026,-1.121,0.426,0.729,0.852,-0.628,0.72,0.931,0.416,1.997,1
0.852,0.768,0.096,0.533,0.475,2.434,-0.19,-1.307,0.211,-0.167,0.247,0.102,1.508,0.216,-0.935,1
-0.552,0.511,1.254,-0.013,1.604,-0.625,-1.351,1.021,-0.65,0.647,0.433,0.105,-0.031,0.574,-0.106,0
1.253,-0.385,-1.324,-1.297,2.138,-0.101,0.661,0.364,0.419,-0.274,-1.409,1.094,1.216,1.222,-0.332,0
-1.788,0.126,0.144,-0.504,0.091,-0.687,-2.286,2.759,0.57,-0.065,1.49,0.165,0.413,-0.638,-0.585,1
0.651,-0.826,0.683,0.371,-1.318,0.788,-1.584,0.808,-1.091,1.002,-0.757,-0.187,1.276,0.312,1.399,1
-0.285,0.392,0.554,-0.251,0.533,1.41,-0.563,0.311,2.049,0.231,-1.037,1.064,1.567,-0.057,0.088,0
-0.569,-0.414,-1.148,-0.962,0.659,0.098,1.571,1.171,-0.733,2.351,-0.391,-2.539,-0.803,-0.477,0.994,1
1.634,0.649,1.126,-0.277,0.409,0.475,1.322,0.65,-0.93,1.454,0.166,1.701,0.232,-1.101,-1.437,0
-1.623,0.204,0.364,1.548,-1.265,1.336,-0.017,-0.732,-0.674,-1.766,-0.187,-0.193,-1.073,-1.355,-1.198,0
0.679,-1.826,-0.508,1.537,0.586,-1.533,-1.144,-1.033,0.245,0.511,0.995,-0.273,0.159,1.502,-0.734,0
-0.092,0.665,0.115,-1.186,1.193,0.29,0.512,-0.205,0.536,1.384,0.568,-1.123,0.467,-0.673,-0.953,0
1.503,0.485,-0.316,0.709,0.968,-0.694,0.299,-0.772,-2.042,2.212,-0.628,0.404,-1.756,-0.813,-0.44,0
-0.083,1.484,-0.392,-0.895,0.488,-0.065,1.759,-0.544,-0.175,0.775,2.158,-0.59,0.148,0.561,-0.237,0
0.322,0.313,-1.449,0.265,-0.173,-0.73,1.41,0.118,-0.927,-0.848,-0.754,-0.34,-0.449,-1.078,0.398,1
0.025,-2.178,-0.099,0.765,-0.807,0.261,1.337,0.468,0.116,-1.375,1.125,1.645,-1.457,-0.374,0.072,0
-0.092,-0.702,0.373,0.107,-0.467,1.391,-0.809,-0.037,-0.774,1.827,-2.087,0.475,0.68,-0.424,0.148,0
0.904,-0.309,-1.406,0.882,0.085,0.811,1.497,0.826,-1.719,0.963,-1.061,-1.434,0.778,0.39,0.722,1
0.655,0.94,1.141,-0.526,-0.54,-0.727,-0.104,-0.856,-1.069,0.726,-0.705,-0.245,0.091,-1.063,1.221,0
-1.014,-1.059,-0.601,0.284,0.003,-0.134,-0.627,-1.577,0.705,0.111,2.063,-1.431,0.844,-0.642,0.084,0
-0.352,0.161,-0.535,0.057,1.354,-0.18,1.157,0.327,0.967,0.166,-1.028,-0.868,-0.53,-0.533,1.166,1
1.641,2.258,0.735,0.91,-1.507,-1.316,-0.228,-2.189,-0.027,-0.464,-0.106,0.232,1.18,-1.168,0.484,0
-1.731,-0.83,1.277,1.539,1.736,0.661,0.386,-2.396,-0.858,1.678,0.786,0.203,-0.626,1.255,-0.686,0
0.869,2.166,1.263,-0.713,0.455,-0.051,0.07,-0.015,0.945,-0.423,0.619,-1.438,-0.391,0.939,-0.303,1
1.014,0.845,-0.206,-0.977,-0.394,0.544,1.074,1.133,-0.342,-0.129,1.845,-0.316,-1.233,1.36,0.745,1
-1.048,0.16,-0.022,-0.03,-0.047,0.47,1.953,1.064,0.619,-0.922,-1.364,0.058,0.011,0.372,1.359,0
1.859,-0.83,-0.103,-0.523,-0.259,-0.976,2.553,-0.165,0.458,-0.066,-0.312,0.592,-1.226,-0.011,-0.335,0
-0.453,0.138,0.051,1.821,0.645,0.731,0.723,-0.584,-0.559,0.79,0.145,-0.152,-2.437,-0.152,-0.982,0
0.896,-0.925,-0.089,-0.889,-0.784,-0.83,-0.992,-1.113,0.663,-1.722,1.147,0.764,0.226,-1.93,-0.128,0
-0.679,-0.604,0.496,0.243,0.045,-0.276,-0.566,0.106,-1.202,-0.144,-0.122,1.49,0.833,-0.258,0.613,0
-0.088,-0.623,0.231,-0.054,0.29,-0.752,-1.382,-1.466,0.015,-0.34,1.136,-0.857,1.776,-0.23,-0.71,0
-1.137,0.477,-0.038,-1.623,-0.589,-0.352,-0.398,-1.61,-0.845,-0.873,1.563,1.056,-1.581,1.299,-0.24,1
0.255,-0.042,-1.741,-0.129,0.808,0.428,-0.984,2.393,0.178,-1.065,0.895,0.44,0.042,2.951,0.284,1
-1.303,-1.366,-0.65,0.091,-0.588,-1.543,-0.49,1.526,0.101,0.727,-0.512,0.058,1.117,-1.157,-0.636,1
-0.312,-0.405,0.199,0.773,-0.304,0.142,-0.561,-0.944,-0.011,2.123,0.069,0.417,-0.25,-0.545,-0.976,0
-1.202,0.6,-0.882,0.607,-0.335,-0.441,0.875,1.03,0.142,0.26,-1.064,-2.334,-0.495,0.697,0.185,1
-1.737,-1.474,-0.296,-1.294,1.33,0.157,0.719,-0.411,-0.185,0.202,1.068,1.447,0.414,0.405,1.391,0
-0.528,0.823,1.256,0.561,-0.108,-0.189,-0.963,0.829,0.015,-0.578,1.478,-1.354,0.023,0.653,-0.109,1
0.965,1.578,1.207,0.611,-0.04,-0.655,1.012,-0.435,-1.359,0.94,-1.317,1.503,0.076,-2.172,-0.49,0
-0.254,-0.471,-1.14,1.124,0.577,-0.742,0.571,-0.601,-2.044,-0.164,-1.788,-0.4,-0.021,-0.309,-0.724,0
-0.232,-0.071,-1.049,-0.425,0.059,-0.347,0.722,-0.146,0.067,-1.312,0.364,-0.898,0.26,0.945,1.08,0
1.208,-1.257,0.056,1.527,1.659,-0.811,-1.864,0.768,-0.543,-1.064,0.004,-0.47,-1.374,0.929,0.577,1
0.233,0.9,0.251,-0.043,-1.428,-1.171,0.477,2.99,-1.209,-1.953,0.238,0.259,-0.026,0.005,0.277,1
-1.019,-0.546,1.367,0.294,-0.022,0.753,0.685,-0.454,1.743,-0.169,-1.416,0.58,0.077,-1.18,-0.367,0
-0.776,-2.02,0.562,1.267,-1.021,1.352,0.539,-0.054,1.081,0.485,-1.711,-1.204,-0.516,-2.508,-0.737,0
-1.235,0.883,0.074,-2.223,-1.821,0.59,-1.788,-0.165,0.16,0.354,-1.77,-0.323,1.258,-1.28,0.933,0
-0.556,-1.334,-0.317,0.254,-0.284,-0.644,0.183,1.563,1.382,0.977,0.693,0.272,1.222,-0.131,0.674,0
0.465,0.136,0.177,0.682,1.028,-0.103,0.005,-1.549,0.191,-1.245,0.818,-0.405,-0.979,-0.789,1.884,0
-0.756,0.44,-0.633,-0.029,0.319,-0.683,-0.61,-0.272,-1.492,-0.206,-1.488,-0.815,-0.965,0.104,0.469,1
-0.589,0.757,-0.646,-1.257,-1.573,-0.011,-1.809,-0.368,-1.698,-0.675,0.049,-0.448,0.769,0.821,0.223,0
0.948,-0.427,0.901,0.122,-1.011,0.491,-0.379,-0.469,-1.061,0.2,-0.318,-0.783,0.986,1.144,0.31,1
0.935,0.306,0.16,-1.644,-0.972,-1.229,0.24,0.159,-0.795,-0.022,0.679,-0.989,-1.044,-0.899,-0.173,0
1.078,0.303,-1.204,-1.121,-0.362,0.375,-0.522,-1.383,-0.331,-0.557,0.349,-1.523,0.169,1.097,-0.379,0
-1.665,-1.297,0.398,0.32,0.564,-0.801,-1.059,0.044,0.443,2.099,0.947,-0.465,1.837,-0.609,0.494,1
0.647,-0.937,-0.643,0.934,-2.715,-1.647,-0.122,0.275,0.628,-0.473,0.546,1.313,1.824,0.131,-0.229,0
0.221,1.724,0.736,1.331,0.436,0.077,-1.851,-0.284,1.616,0.597,0.165,0.118,-0.151,-0.894,-0.775,1
0.941,0.869,-0.071,1.358,2.476,1.47,-0.972,-0.792,-1.245,0.927,-1.585,0.361,1.093,0.375,0.015,1
-0.662,2.299,-1.912,-0.733,-1.141,0.609,0.239,0.766,-0.209,0.746,1.465,-0.339,-0.04,0.922,0.922,0
-2.442,0.37,-0.164,0.507,1.159,0.316,-0.688,0.966,2.114,0.12,-0.522,-1.615,0.88,2.253,-1.688,0
-1.374,0.444,1.148,-0.601,-1.533,-1.286,1.397,0.252,-0.237,0.467,-0.243,0.078,-0.135,-0.375,0.264,0
-0.719,-1.208,0.563,-1.205,0.545,0.636,0.232,-0.827,-1.211,-1.968,1.677,0.485,-1.333,-1.172,1.157,0
-1.362,-0.165,-1.408,0.139,-0.384,-0.432,-1.359,0.082,-0.339,-0.58,0.082,1.49,-0.544,1.978,-1.429,0
1.978,1.383,0.324,0.715,1.722,1.101,0.937,0.81,1.039,-0.817,0.345,-0.63,0.518,0.959,0.594,1
1.657,1.676,-0.078,-0.628,0.066,-0.221,-0.129,0.117,-0.063,-0.005,0.123,0.515,2.078,0.25,0.495,1
-0.256,0.344,1.394,-0.565,-2.229,-0.15,-0.745,1.302,-0.351,-0.275,1.256,-0.049,1.101,-2.174,-0.744,0
-0.288,0.654,1.06,0.222,-0.681,0.689,0.101,-0.381,0.618,0.361,1.469,-0.577,-0.262,-0.349,-0.243,0
1.222,-0.595,0.557,-1.006,0.332,1.644,1.192,0.749,0.935,0.969,0.123,-0.209,0.091,-1.643,-0.323,0
-2.351,-0.099,1.752,1.38,0.507,0.521,1.582,-1.49,1.281,0.162,0.319,-2.229,-0.057,-1.524,0.669,0
0.253,-0.234,-1.789,0.867,-0.514,1.343,-1.03,1.975,0.761,-0.536,0.067,2.018,0.277,0.711,0.902,0
-0.431,0.419,-0.64,0.164,1.523,0.849,0.589,-0.73,-1.112,0.652,0.179,0.018,-1.543,0.301,0.846,0
0.328,0.339,2.267,0.417,-0.466,0.128,-0.727,-0.368,-0.595,0.224,-1.149,0.603,-0.161,0.384,-1.472,0
1.049,0.655,-1.025,1.353,-1.646,-0.783,-0.926,0.197,0.303,-0.049,-0.1,1.219,-0.336,-1.095,-0.224,0
-0.466,0.535,0.124,2.153,-1.007,-0.613,-0.3,-1.399,0.697,-0.468,-1.425,0.02,2.115,-0.425,0.131,0
0.858,2.439,-0.014,0.864,-0.895,1.33,-1.141,-0.493,-0.046,1.593,-0.415,-1.102,0.069,-0.813,2.245,0
0.11,-0.078,-0.921,1.106,-1.825,-1.018,1.918,-1.108,-0.433,-1.666,1.04,0.635,0.854,0.679,-0.945,0
0.023,1.472,-0.041,0.13,0.604,-0.099,0.52,0.356,0.749,1.323,-1.038,0.059,0.176,0.029,-1.652,0
0.432,-0.074,0.298,0.024,-0.279,-1.117,0.26,1.03,-0.189,0.618,-1.441,-0.168,-1.869,1.291,1.63,1
2.034,0.666,0.521,0.632,-2.061,0.139,0.229,1.161,-0.443,-1.194,-1.03,1.044,-1.288,0.421,1.364,1
0.66,-1.05,1.086,0.305,-0.124,-0.653,-1.305,-2.227,-0.606,0.519,-0.11,-0.557,-1.004,0.904,-0.796,0
-0.483,-0.028,-0.998,0.449,0.26,1.362,-0.755,0.169,0.852,-0.678,0.505,-0.774,0.937,1.386,-1.184,0
-0.151,-0.55,-1.781,-1.73,0.003,1.313,0.176,0.728,1.15,0.194,1.084,0.886,-0.58,0.459,1.077,0
0.913,-1.158,-0.48,-0.644,-0.036,0.845,-0.166,-0.981,-0.506,-0.988,-0.015,0.207,0.015,-1.182,-1.277,0
-1.039,-1.217,-0.815,0.511,2.068,0.593,0.433,1.379,1.159,-0.044,1.31,0.274,-1.112,-0.712,0.506,1
-0.838,0.444,-1.168,-0.542,-2.541,0.027,0.308,0.503,-0.301,0.906,0.419,-1.357,-0.949,-0.383,0.443,0
-1.772,-0.666,1.199,0.82,1.02,0.294,0.466,-0.737,-1.166,0.903,0.948,0.18,0.556,0.046,-0.452,0
-1.54,-0.414,0.311,-0.613,-1.606,0.119,-0.124,0.055,-0.416,2.154,-0.441,0.413,0.766,-0.608,-0.792,0
-0.229,0.461,-0.433,2.04,1.307,0.136,-1.951,-2.078,1.029,0.045,-1.379,1.167,-2.334,0.814,1.497,1
-0.736,-0.704,0.269,-1.375,-0.388,-0.561,0.739,1.949,0.627,0.358,1.752,2.27,-0.431,0.861,1.584,1
0.905,1.009,0.789,0.57,0.069,-0.574,0.919,0.756,1.014,-0.688,1.324,-0.475,-1.65,-1.234,-0.519,1
0.244,0.415,1.192,0.16,0.925,-0.922,0.494,-0.44,0.189,-0.261,1.428,0.589,0.535,0.958,0.755,1
-0.577,-1.647,1.048,2.137,-1.174,-0.432,1.604,0.111,-0.683,-0.404,-0.302,0.554,-0.858,-1.018,1.661,1
-1.614,-0.555,-0.206,-0.252,-3.071,0.423,-0.602,-0.483,0.334,0.97,-0.077,-0.98,-0.878,-0.297,0.027,0
0.742,0.777,-0.842,-0.969,1.198,-1.625,-0.772,-2.02,-0.366,0.123,0.727,0.3,-1.485,0.042,-1.932,1
0.607,0.132,-1.005,0.125,0.55,0.327,-0.036,0.36,0.471,0.039,0.737,1.153,-0.349,-2.929,-0.455,0
-0.171,0.287,-0.302,1.874,1.996,1.226,1.257,0.938,0.275,-0.032,-0.595,1.256,-0.091,0.476,1.202,0
-1.047,1.079,0.899,-0.912,0.362,0.784,0.793,1.002,-0.953,0.164,1.032,0.358,0.012,0.824,-0.7,0
0.133,0.685,0.576,-0.022,1.908,1.463,-0.605,0.189,0.964,-1.657,1.251,0.714,0.639,-0.776,-0.441,0
-0.292,0.406,-0.729,-0.264,0.063,0.122,0.236,-0.256,0.232,1.103,0.849,-1.684,0.051,-0.202,0.162,0
-0.722,-1.067,-1.231,0.265,1.299,2.189,-0.801,0.725,1.027,-1.589,-0.212,-0.906,-1.509,0.859,-0.326,0
1.244,-0.471,0.01,-0.48,-0.155,-0.478,-0.14,0.007,2.189,0.83,0.467,0.625,-0.22,0.095,-1.401,1
0.827,-0.863,-0.067,-1.052,0.122,-1.389,0.094,-0.276,0.408,-0.746,-0.414,-1.339,-1.435,1.771,1.297,1
-1.035,0.52,-1.681,0.998,0.609,-0.29,-0.614,-1.303,0.495,0.675,1.477,-1.347,-0.162,1.092,-0.196,0
-0.783,-0.252,0.387,2.036,1.063,-0.336,0.364,0.492,-0.564,-0.285,0.81,-0.282,0.129,1.065,-0.254,0
-0.57,-0.966,-1.019,-0.835,-0.396,-1.121,1.015,0.218,0.266,0.922,0.593,1.265,0.426,-0.604,0.507,0
1.296,0.865,0.19,0.724,1.054,-0.505,-0.676,-0.696,0.184,-0.99,-1.049,-1.523,0.925,-0.3,-0.542,0
-0.915,0.846,-0.108,-0.873,-0.108,1.426,0.726,0.807,-0.778,-1.106,0.179,0.519,-0.206,-1.39,-2.833,0
-1.075,-1.238,-0.401,1.438,0.055,0.31,0.154,1.209,-0.785,0.247,0.292,0.457,-1.469,1.467,0.652,0
